"","ui","rootSource","uri","name"
"615","C4075997","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4075997","Central sleep apnea caused by high altitude"
"616","C4075980","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4075980","Circadian rhythm sleep disorder caused by alcohol"
"617","C1998370","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1998370","Hypoventilation during sleep due to neuromuscular disorder"
"618","C3875848","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3875848","Implantable sleep apnea treatment system programmer/charger"
"619","C3876098","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3876098","Tongue-adjustment sleep apnea treatment system patch"
"620","C2724364","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2724364","Sleep study, unattended, simultaneous recording; heart rate, oxygen saturation, respiratory analysis (eg, by airflow or peripheral arterial tone), and sleep time"
"621","C3517186","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3517186","Sleep monitoring of patient (younger than 6 years) in sleep lab"
"622","C4237049","DSM-5","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237049","Circadian rhythm sleep-wake disorders, Advanced sleep phase type"
"623","C4237050","DSM-5","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237050","Circadian rhythm sleep-wake disorders, Delayed sleep phase type"
"624","C4509117","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4509117","Circadian rhythm sleep disorder, non-24-hour sleep-wake type"
"625","C4722414","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4722414","Total Sleep Time"
"626","C4529961","MEDLINEPLUS","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4529961","Healthy Sleep"
"627","C3698744","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3698744","My sleep was refreshing in past 7D:Find:7D:^Patient:Ord:PROMIS"
"628","C3699075","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3699075","My sleep was restful in past 7D:Find:7D:^Patient:Ord:PROMIS"
"629","C3699076","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3699076","My sleep was deep in past 7D:Find:7D:^Patient:Ord:PROMIS"
"630","C3699083","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3699083","My sleep was restless in past 7D:Find:7D:^Patient:Ord:PROMIS"
"631","C3699082","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3699082","My sleep was light in past 7D:Find:7D:^Patient:Ord:PROMIS"
"632","C4042891","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4042891","Sleep Wake Disorders"
"633","C3509715","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3509715","sedative/hypnotic/anxiolytic dependence with sedative/hypnotic/anxiolytic-induced sleep disorder"
"634","C0547105","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0547105","Assess effectiveness of interventions for sleep promotion."
"635","C0548515","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0548515","Patient will regain pre-hospitalization sleep patterns."
"636","C4288969","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4288969","Have a Lot of Trouble Getting to Sleep"
"637","C4054851","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4054851","Have Episodes of Disorientation or Confusion During Sleep"
"638","C4324575","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4324575","Rapid eye movements sleep latency reduced"
"639","C5451932","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5451932","Sleep Panel"
"640","C2964480","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2964480","Sleep Protocols"
"641","C3531724","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3531724","Primary hyposomnia"
"642","C3662832","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3662832","Daytime hypersomnia"
"643","C1997855","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1997855","Secondary parasomnia"
"644","C3551486","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3551486","Nocturnal occurrence, usually during light sleep"
"645","C3176526","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3176526","Appetite or sleep change notes:Txt:Pt:^Patient:Nom:DI-PAD CGP V 1.4"
"646","C3173260","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3173260","Does your child usually sleep with the mouth open:Find:Pt:^Patient:Ord:PhenX"
"647","C4707562","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4707562","Autoimmune encephalopathy with parasomnia and obstructive sleep apnea"
"648","C3693302","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3693302","using techniques / aids to help sleep"
"649","C2367500","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2367500","nocturnal dyspnea causing awakening from sleep"
"650","C2073276","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2073276","chest pain causing awakening from sleep"
"651","C2219686","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2219686","abdominal pain causes awakening from sleep"
"652","C2013983","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2013983","organic periodic limb movement sleep disorder"
"653","C3864117","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3864117","anticipatory guidance: discipline nighttime sleep routine"
"654","C2206427","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2206427","electroencephalogram asleep sleep spindles normal symmetry"
"655","C5419831","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5419831","Skin Condition Affect Sleep Quality"
"656","C4304028","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4304028","Sleep medicine specialist"
"657","C1305395","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1305395","Hypersomnia of non-organic origin"
"658","C1561868","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1561868","Central sleep apnea in conditions classified elsewhere"
"659","C3825668","LCH_NW","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3825668","Sleep movements"
"660","C0154573","ICD9CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0154573","Other specific disorders of sleep of nonorganic origin"
"661","C0393764","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0393764","Excessive daytime sleepiness - normal night sleep"
"662","C0494410","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0494410","Nonorganic Sleep Wake Cycle Disorders"
"663","C3873659","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3873659","Sleep apnea mask"
"664","C4510692","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4510692","Central sleep apnea co-occurrent with Cheyne Stokes respiration"
"665","C1997918","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1997918","Sleep-related groaning"
"666","C1561862","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1561862","High altitude periodic breathing"
"667","C4526628","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4526628","Have Trouble Going To Sleep"
"668","C3550717","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3550717","Inability to fully close eyes during sleep"
"669","C1868449","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1868449","Attacks may present during or after sleep"
"670","C2078975","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2078975","involuntary movements during sleep which cause awakening"
"671","C2128518","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2128518","lower back pain causing inability to sleep"
"672","C2054179","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2054179","sleep latency for unplanned nap during weekdays"
"673","C2096037","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2096037","otolaryngologic surgical result: quality of sleep improved"
"674","C2096039","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2096039","otolaryngologic surgical result: quality of sleep worsened"
"675","C2013973","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2013973","idiopathic organic hypersomnia with long sleep time"
"676","C4064424","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4064424","nightmare disorder with associated other sleep disorder"
"677","C2054172","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2054172","sleep latency for planned naps during weekdays"
"678","C2054174","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2054174","sleep latency for planned naps during weekends"
"679","C2128515","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2128515","shoulder joint pain causing inability to sleep"
"680","C2128516","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2128516","upper back pain causing inability to sleep"
"681","C2096038","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2096038","otolaryngologic surgical result: quality of sleep unchanged"
"682","C4272807","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4272807","implantable neurostimulator for central sleep apnea insertion"
"683","C2108674","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2108674","hip joint pain causing inability to sleep"
"684","C2054180","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2054180","sleep latency for unplanned nap during weekends"
"685","C4027893","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4027893","PROMIS-29 questionnaire: sleep disturbance T score"
"686","C4027894","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4027894","PROMIS-29 questionnaire: sleep disturbance raw score"
"687","C3175941","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3175941","How much sleep do you usually get on a typical night:NRat:Pt:^Patient:Qn:PhenX"
"688","C3174269","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3174269","Sleep disorders diagnosed or suspected by a physician in your child:Find:Pt:^Patient:Nom:PhenX"
"689","C3174109","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3174109","Does your child have restless sleep"
"690","C1561889","ICD9CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1561889","Other organic sleep related movement disorders"
"691","C2875255","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2875255","Circadian rhythm sleep disorder, unspecified type"
"692","C3496180","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3496180","SLEEP APNEA (device)"
"693","C0547106","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0547106","Promote sleep."
"694","C0710311","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0710311","diphenhydramine hydrochloride 50 MG Oral Capsule"
"695","C4042825","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4042825","Sleep Aids, Pharmaceutical"
"696","C5415708","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5415708","Electroencephalogram (EEG) recording in coma or sleep only"
"697","C4034245","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4034245","PROMIS sleep disturbance - version 1.0 T-score"
"698","C1704626","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1704626","Sleep Polysomnography Domain"
"699","C1863329","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1863329","Results in nocturnal insomnia and chronic sleep deprivation"
"700","C4538792","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4538792","Continuous spike and slow-wave activity during sleep"
"701","C1561878","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1561878","Circadian rhythm sleep disorder in conditions classified elsewhere"
"702","C4272802","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4272802","repositioning of implantable neurostimulator for central sleep apnea"
"703","C2013966","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2013966","organic circadian rhythm sleep disorder, free-running type"
"704","C2061923","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2061923","polysomnography with four or more additional sleep parameters"
"705","C2188214","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2188214","sleep disorder due to intoxication with unspecified substance"
"706","C4272804","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4272804","removal of implantable neurostimulator for central sleep apnea"
"707","C4272803","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4272803","replacement of implantable neurostimulator for central sleep apnea"
"708","C4272805","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4272805","programming of implantable neurostimulator for central sleep apnea"
"709","C4272806","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4272806","interrogation of implantable neurostimulator for central sleep apnea"
"710","C4236955","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4236955","Alcohol induced sleep disorder, without use disorder"
"711","C4237016","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237016","Caffeine induced sleep disorder, without use disorder"
"712","C4237037","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237037","Cannabis induced sleep disorder, without use disorder"
"713","C4237087","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237087","Cocaine induced sleep disorder, without use disorder"
"714","C4237251","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237251","Opioid induced sleep disorder, without use disorder"
"715","C0200140","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0200140","Sleep apnea recording"
"716","C0522796","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0522796","Sleep apnea assessment"
"717","C0522795","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0522795","Sleep disorder assessment"
"718","C2963978","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2963978","I got enough sleep in past 7D"
"719","C2964237","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2964237","My sleep quality was...in past 7D"
"720","C3174011","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3174011","My cough or breathing disturbs my sleep"
"721","C2964506","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2964506","Stress disturbed my sleep in past 7D"
"722","C0424279","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0424279","Low level of motor skill while sleep walking"
"723","C1561844","ICD9CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1561844","Circadian rhythm sleep disorder of nonorganic origin"
"724","C5203606","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5203606","Sleep duration:Time:Pt:^Patient:Qn"
"725","C0393773","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0393773","Work shift change (disorder)"
"726","C3175403","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3175403","How many separate times in your life have you had difficulty getting to sleep, staying asleep or falling back to sleep after waking up during the night, for at least 1Mo:Num:Pt:^Patient:Qn:PhenX"
"727","C1552764","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1552764","Sleep disorders unit"
"728","C0752294","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0752294","Sleep Arousal Disorders"
"729","C5552678","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5552678","Worried about health interfering with sleep before illness"
"730","C4028587","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4028587","middle-night awakening with difficulty getting back to sleep"
"731","C5552616","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5552616","Worry about health interfering with sleep since illness"
"732","C3175943","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3175943","Do you usually follow the same sleep schedule, that is, no more than a 1H difference in sleep and wake times, on both work or school and non-work or school D:Find:Pt:^Patient:Ord:PhenX"
"733","C4036592","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4036592","PROMIS sleep disturbance - version 1.0 T-score:Tscore:Pt:^Patient:Qn:PROMIS"
"734","C1740997","NIC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1740997","Identify what sleep medications patient is taking"
"735","C3175964","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3175964","Does this loss of sleep affect you the next day with respect to your mood:Find:Pt:^Patient:Ord:PhenX"
"736","C4716244","NOC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4716244","Protects affected side during rest or sleep"
"737","C0393776","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0393776","Sleep-Related Painful Erections"
"738","C3526966","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3526966","Multiple sleep latency of wakefulness testing, recording, analysis, and interpretation of physiological measurements of sleep during multiple trials"
"739","C3526967","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3526967","Multiple sleep maintenance of wakefulness testing, recording, analysis, and interpretation of physiological measurements of sleep during multiple trials"
"740","C1456211","MTHICD9","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1456211","Dentofacial functional abnormalities caused by sleep postures"
"741","C3875849","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3875849","Implantable sleep apnea treatment system pulse generator"
"742","C3875847","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3875847","Implantable sleep apnea treatment system application software"
"743","C5419885","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5419885","Pruritus Sleep Disability"
"744","C3641364","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3641364","FIQR - Your Sleep"
"745","C3641550","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3641550","SIQR - Your Sleep"
"746","C3897785","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3897785","RPQ - Sleep Disturbance"
"747","C3175991","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3175991","Do attempts to change your sleep or wake schedule tend to make your sleeping difficulties worse:Find:Pt:^Patient:Ord:PhenX"
"748","C3174939","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3174939","Do you sleep with your contact lenses in"
"749","C2963987","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2963987","I had a problem with my sleep 7D"
"750","C0393771","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0393771","Irregular sleep-wake pattern"
"751","C2874640","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2874640","Other stimulant abuse with stimulant-induced sleep disorder"
"752","C2874659","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2874659","Other stimulant dependence with stimulant-induced sleep disorder"
"753","C2874418","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2874418","Alcohol use, unspecified with alcohol-induced sleep disorder"
"754","C2874467","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2874467","Opioid use, unspecified with opioid-induced sleep disorder"
"755","C2874621","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2874621","Cocaine use, unspecified with cocaine-induced sleep disorder"
"756","C5552731","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5552731","Continuous spike and wave during slow wave sleep syndrome"
"757","C4085947","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4085947","Almost Impossible to Get a Decent Night's Sleep"
"758","C3173773","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3173773","In the last 12Mo, how often, on average, has your sleep been disturbed due to wheezing:NRat:12Mo:^Patient:Ord:PhenX"
"759","C5552679","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5552679","Worried about health interfering with sleep before illness:Find:Pt:^Patient:Ord"
"760","C5552617","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5552617","Worry about health interfering with sleep since illness:Find:Pt:^Patient:Ord"
"761","C0710299","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0710299","diphenhydramine hydrochloride 25 MG Oral Capsule"
"762","C1285596","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1285596","Sleep related observable"
"763","C3531793","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3531793","Sleep related hypoxemia"
"764","C2919925","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2919925","Sleep related hallucinations"
"765","C3840210","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3840210","Sleep pattern unknown"
"766","C3876563","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3876563","Sleep apnea pillow"
"767","C5396226","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5396226","Sleep Inertia Questionnaire"
"768","C2732797","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2732797","Sleep apnea clinic"
"769","C2584987","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2584987","Sleep restriction therapy"
"770","C1444547","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1444547","Rest/sleep surveillance"
"771","C3641752","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3641752","Trouble Sleeping (question)"
"772","C0865375","MTHICD9","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0865375","Repetitive intrusion of sleep with atypical polysomnographic features"
"773","C2964085","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2964085","I was satisfied with my sleep in past 7D"
"774","C5437698","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5437698","Chronic respiratory failure due to obstructive sleep apnea"
"775","C4076097","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4076097","Circadian rhythm sleep disorder of shift work type"
"776","C4237040","DSM-5","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237040","Central sleep apnea comorbid with opioid use"
"777","C3258109","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3258109","Relative with sleep or behavior disorders diagnosed or suspected"
"778","C0236726","DSM-5","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0236726","Other (or unknown) substance-induced sleep disorder"
"779","C4237503","DSM-5","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237503","Amphetamine (or other stimulant)-induced sleep disorder"
"780","C3698745","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3698745","My sleep quality was...in past 7D:Find:7D:^Patient:Ord:PROMIS"
"781","C3698746","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3698746","I got enough sleep in past 7D:Find:7D:^Patient:Ord:PROMIS"
"782","C3699094","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3699094","Stress disturbed my sleep in past 7D:Find:7D:^Patient:Ord:PROMIS"
"783","C3175945","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3175945","How many Hs of sleep per night do you think you need to feel fully rested the next day:NRat:Pt:^Patient:Qn:PhenX"
"784","C3169806","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3169806","PhenX - sleep disorders screener protocol:-:Point in time:^Patient:-:PhenX"
"785","C3169805","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3169805","PhenX measure - sleep disorders screener:-:Point in time:^Patient:-:PhenX"
"786","C3165829","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3165829","PhenX - respiratory - sleep apnea - adult protocol"
"787","C3165830","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3165830","PhenX - respiratory - sleep apnea - child protocol"
"788","C3175968","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3175968","Do you prefer to keep a regular sleep schedule - one that does not change much from one night to the next:Find:Pt:^Patient:Ord:PhenX"
"789","C3176012","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3176012","What is the longest period of time that you have felt this overwhelming desire to go to sleep, on most Ds:Time:Pt:^Patient:Qn:PhenX"
"790","C3709998","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3709998","Z-Sleep Pill"
"791","C3236477","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3236477","Simply Sleep Pill"
"792","C3709990","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3709990","ZZZ Sleep Pill"
"793","C3528831","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3528831","Wal-Sleep Z"
"794","C3240106","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3240106","Unisom Sleep Pill"
"795","C4744895","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4744895","N1 Sleep to Total Sleep Time Ratio Measurement"
"796","C4744896","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4744896","N2 Sleep to Total Sleep Time Ratio Measurement"
"797","C4744897","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4744897","N3 Sleep to Total Sleep Time Ratio Measurement"
"798","C2350587","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2350587","Sleep Phase Chronotherapy"
"799","C2717844","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2717844","Sleep Medicine Specialty"
"800","C0752287","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0752287","Sleep Disorders, Intrinsic"
"801","C0752301","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0752301","REM Sleep Parasomnias"
"802","C0751769","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751769","Sleep Bruxism, Adult"
"803","C0751770","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751770","Sleep Bruxism, Childhood"
