"","ui","rootSource","uri","name"
"1","C0037315","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0037315","Sleep Apnea Syndromes"
"2","C0851578","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0851578","Sleep Disorders"
"3","C0037313","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0037313","Sleep"
"4","C0917801","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0917801","Sleeplessness"
"5","C0037672","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0037672","Somnambulism"
"6","C0037316","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0037316","Sleep Deprivation"
"7","C0917799","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0917799","Hypersomnia"
"8","C0037317","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0037317","Sleep disturbances"
"9","C0027404","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0027404","Narcolepsy"
"10","C0520679","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0520679","Sleep Apnea, Obstructive"
"11","C0037320","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0037320","Night Terrors"
"12","C0162701","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0162701","Polysomnography"
"13","C0542313","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0542313","Sleep Talking"
"14","C0456511","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0456511","Sleep Paralysis"
"15","C0037322","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0037322","Sleep, REM"
"16","C0751772","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751772","REM Sleep Behavior Disorder"
"17","C0200101","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0200101","Sleep electroencephalogram"
"18","C0877792","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0877792","Sleep Disorders, Circadian Rhythm"
"19","C0234451","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0234451","Sleep, Slow-Wave"
"20","C0021603","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0021603","Sleep Initiation and Maintenance Disorders"
"21","C0393770","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0393770","Delayed Sleep Phase Syndrome"
"22","C0424563","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0424563","Quality of sleep"
"23","C0278182","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0278182","Light sleep"
"24","C0235160","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0235160","Restless sleep"
"25","C0424566","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0424566","Not getting enough sleep"
"26","C0184578","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0184578","Sleep enhancement"
"27","C0150079","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0150079","Sleep pattern disturbance"
"28","C0520680","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0520680","Sleep Apnea, Central"
"29","C0154565","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0154565","Non-organic sleep disorder"
"30","C0030508","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0030508","Parasomnia"
"31","C0037319","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0037319","Sleep Stages"
"32","C0474396","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0474396","Sleep behavior finding"
"33","C0424574","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0424574","Duration of sleep"
"34","C0855247","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0855247","Sleep attack"
"35","C0456512","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0456512","Sleep Starts"
"36","C0424565","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0424565","Cannot sleep at all"
"37","C0236993","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0236993","Other sleep disorders"
"38","C0234455","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0234455","Sleep Drunkenness"
"39","C0587116","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0587116","During sleep"
"40","C0876890","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0876890","Simply Sleep"
"41","C3887547","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3887547","Central sleep apnea syndrome"
"42","C0235161","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0235161","Sleep loss"
"43","C1321597","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1321597","Sleep studies - specialty"
"44","C0237086","CHV","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0237086","rest/sleep"
"45","C0424571","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0424571","Unrefreshed by sleep"
"46","C0234452","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0234452","Prolonged sleep"
"47","C0234453","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0234453","Twilight sleep"
"48","C4477058","HPO","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4477058","Fragmented sleep"
"49","C1273382","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1273382","Sleep management"
"50","C4551689","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4551689","Sleep-Disordered Breathing"
"51","C0871908","CHV","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0871908","sleep onset"
"52","C2364286","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2364286","Actual Positive Sleep"
"53","C0751758","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751758","Advanced Sleep Phase Syndrome"
"54","C0475712","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0475712","Primary sleep apnea of newborn"
"55","C0700201","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0700201","Dyssomnias"
"56","C0751771","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751771","Sleep Bruxism"
"57","C0518083","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0518083","Disrupted sleep"
"58","C0723367","MMSL","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0723367","Sleep Tabs"
"59","C0557876","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0557876","Ability to sleep"
"60","C1822020","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1822020","Insufficient Sleep"
"61","C2584341","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2584341","Amount of sleep"
"62","C3161484","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3161484","sleep diary (procedure)"
"63","C0393760","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0393760","Initial insomnia"
"64","C0518597","CHV","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0518597","sleep routine"
"65","C0871378","CHV","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0871378","sleep treatment"
"66","C0699724","CHV","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0699724","sleep epilepsy"
"67","C0599428","CHV","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0599428","regulation of sleep"
"68","C2232698","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2232698","sleep symptoms"
"69","C2136000","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2136000","sleep posture"
"70","C0751505","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751505","Insufficient Sleep Syndrome"
"71","C0718303","MMSL","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0718303","Aid to Sleep"
"72","C0519186","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0519186","Multiple sleep latency test"
"73","C0392188","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0392188","Abnormal rapid eye movement sleep"
"74","C0752290","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0752290","Inadequate Sleep Hygiene"
"75","C0236845","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0236845","Breathing-related sleep disorder"
"76","C1406365","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1406365","rhythm; sleep"
"77","C1403761","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1403761","melanoma; sleep"
"78","C5415700","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5415700","Study of sleep patterns, including sleep time"
"79","C2242870","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2242870","lack of adequate sleep (history of sleep habits)"
"80","C0154572","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0154572","Repetitive intrusions of sleep"
"81","C2937255","CHV","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2937255","hours of sleep"
"82","C5421580","HPO","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5421580","Shortened sleep cycle"
"83","C0857796","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0857796","Died in sleep"
"84","C0338497","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0338497","Reversed sleep-wake cycle"
"85","C2227329","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2227329","neurovegetative assessment sleep"
"86","C0236713","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0236713","Caffeine-induced sleep disorder"
"87","C0236662","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0236662","Alcohol-induced sleep disorder"
"88","C2370870","ICF","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2370870","Maintenance of sleep"
"89","C1160978","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1160978","Assessment of sleep pattern"
"90","C0281168","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0281168","Sleep disorder therapy"
"91","C0235162","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0235162","Difficulty sleeping"
"92","C2219946","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2219946","sleep terrors with poor dream recall"
"93","C4062615","NANDA-I","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4062615","Dissatisfaction with sleep"
"94","C1561861","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1561861","Organic sleep apnea"
"95","C1561892","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1561892","Organic sleep disorder"
"96","C0393761","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0393761","Middle insomnia"
"97","C0159030","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0159030","Insomnia with sleep apnea"
"98","C0020530","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0020530","Hypersomnia with sleep apnea"
"99","C0421211","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0421211","Asthma disturbing sleep"
"100","C0752291","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0752291","Limit-Setting Sleep Disorder"
"101","C4082202","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4082202","Sleep Quality Question"
"102","C0236717","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0236717","Cocaine-induced sleep disorder"
"103","C0236722","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0236722","Opioid-induced sleep disorder"
"104","C1862911","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1862911","Decreased need for sleep"
"105","C4724916","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4724916","Extent Breast Cancer Treatment Disrupted Normal Sleep"
"106","C0854740","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0854740","Delayed sleep phase"
"107","C2220397","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2220397","History of amount of sleep in 24 hours"
"108","C0679010","AOD","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0679010","wakefulness and sleep"
"109","C0752289","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0752289","Environmental Sleep Disorder"
"110","C0430629","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0430629","Sleep latency test"
"111","C1456292","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1456292","Drug-induced sleep disorder"
"112","C4054082","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4054082","Refreshing Sleep"
"113","C5545365","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5545365","Has adequate sleep"
"114","C0236710","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0236710","Amphetamine-induced sleep disorder"
"115","C0421212","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0421212","Asthma not disturbing sleep"
"116","C1826986","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1826986","Deep sleep (infant growth and development finding)"
"117","C0475256","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0475256","Appliance for sleep apnea"
"118","C1273114","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1273114","Ready for enhanced sleep pattern"
"119","C0541798","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0541798","Terminal insomnia"
"120","C4227503","HPO","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4227503","Early sleep onset"
"121","C0338496","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0338496","Alveolar sleep apnea"
"122","C1135365","CHV","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1135365","sleep apnea of newborn"
"123","C0751762","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751762","Central Sleep Apnea, Primary"
"124","C0430791","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0430791","Sleep electroencephalogram during natural sleep"
"125","C0430793","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0430793","Sleep EEG - drug-induced sleep"
"126","C5203201","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5203201","REM sleep duration"
"127","C5203638","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5203638","Light sleep duration"
"128","C5203494","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5203494","Deep sleep duration"
"129","C0860509","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0860509","Reversed sleep rhythm"
"130","C0476211","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0476211","Sleep dysfunction with sleep stage disturbance"
"131","C1303139","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1303139","Delayed onset of sleep"
"132","C0013373","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0013373","Dysfunctions associated with sleep stages or arousal from sleep"
"133","C5548137","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5548137","Facilitation of adequate sleep"
"134","C1285445","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1285445","Substance-induced sleep disorder"
"135","C4237506","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237506","Sleep disorder caused by cannabis"
"136","C0854739","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0854739","Advanced sleep phase"
"137","C4054013","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4054013","Sleep is Restless"
"138","C4331295","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4331295","Sleep a Lot"
"139","C0851053","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0851053","Referral to sleep clinic"
"140","C0751506","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751506","REM Sleep Deprivation"
"141","C0338495","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0338495","Sleep Apnea, Mixed Central and Obstructive"
"142","C0236914","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0236914","anxiolytic; sleep disorder"
"143","C0837174","ICD10AMAE","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0837174","Other sleep apnea"
"144","C2198906","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2198906","do not feel rested after adequate night's sleep"
"145","C0154571","ICD9CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0154571","Other dysfunctions of sleep stages or arousal from sleep"
"146","C1320381","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1320381","Phototherapy: sleep regulation"
"147","C3879333","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3879333","Infant sleep positioner"
"148","C1277595","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1277595","Poor sleep pattern"
"149","C0424569","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0424569","Circumstances interfere with sleep"
"150","C0424570","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0424570","Symptoms interfere with sleep"
"151","C1561874","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1561874","Circadian rhythm sleep disorder, irregular sleep wake type"
"152","C2923045","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2923045","sleep study unattended (procedure)"
"153","C5203637","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5203637","Light sleep duration:Time:Pt:^Patient:Qn"
"154","C5203495","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5203495","Deep sleep duration:Time:Pt:^Patient:Qn"
"155","C5203200","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5203200","REM sleep duration:Time:Pt:^Patient:Qn"
"156","C3875015","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3875015","At risk of sleep impairment"
"157","C3517188","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3517188","Study of sleep patterns"
"158","C3697468","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3697468","Pittsburgh sleep quality index"
"159","C1396391","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1396391","sleep disorder; emotional"
"160","C5565642","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5565642","restless sleep disorder"
"161","C0338961","ICD10","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0338961","Other nonorganic sleep disorders"
"162","C0871379","CHV","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0871379","sleep wake cycle"
"163","C4703589","HPO","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4703589","Late sleep onset"
"164","C3203743","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3203743","Change in sleep pattern"
"165","C1262141","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1262141","Poor quality sleep"
"166","C0854741","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0854741","Irregular sleep phase"
"167","C0858935","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0858935","Post anesthetic sleep"
"168","C0424283","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0424283","No recollection of sleep walk"
"169","C1325875","GO","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1325875","circadian sleep/wake cycle, sleep"
"170","C1291739","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1291739","Finding related to sleep"
"171","C1997528","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1997528","Seen in sleep clinic"
"172","C1444222","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1444222","Sleep pattern control assessment"
"173","C4751443","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4751443","High-altitude sleep mask"
"174","C0751760","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751760","Shift-Work Sleep Disorder"
"175","C0020524","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0020524","Disorders of Excessive Somnolence"
"176","C3808451","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3808451","Disordered sleep pattern"
"177","C3539544","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3539544","problems related to sleep (history)"
"178","C1849174","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1849174","Abnormal sleep pattern"
"179","C1834374","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1834374","Nocturnal sleep disruption"
"180","C3280268","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3280268","Decreased sleep latency"
"181","C5436399","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5436399","Seizures during sleep"
"182","C5195524","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5195524","Abnormal sleep behavior"
"183","C2674747","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2674747","Reduced sleep latency"
"184","C1857475","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1857475","Absent REM sleep"
"185","C4227502","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4227502","Early sleep offset"
"186","C2118105","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2118105","adult sleep apnea"
"187","C3862769","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3862769","nonorganic sleep apnea"
"188","C2227333","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2227333","sleep assessment hypersomnolent"
"189","C3161485","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3161485","sleep response test"
"190","C2118104","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2118104","pediatric sleep apnea"
"191","C0751352","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751352","Myoclonus, Nocturnal"
"192","C4237042","DSM-5","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237042","Central sleep apnea, Idiopathic central sleep apnea"
"193","C0752295","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0752295","Confusional Arousals"
"194","C3174345","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3174345","I didn't sleep as well as I usually sleep"
"195","C5567449","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5567449","Promotion of sleep hygiene"
"196","C0236991","CHV","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0236991","primary sleep disorders"
"197","C4476669","HPO","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4476669","Triggered by sleep deprivation"
"198","C1400167","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1400167","sleep disorder; hypnotics"
"199","C1392743","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1392743","sleep disorder; cocaine"
"200","C1387214","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1387214","sleep disorder; amfetamine"
"201","C1408831","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1408831","sleep disorder; opioid"
"202","C1409815","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1409815","sleep; deprivation, epileptic"
"203","C1409661","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1409661","sleep disorder; sedative"
"204","C1391857","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1391857","sleep disorder; cannabis"
"205","C1386216","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1386216","respiration; sleep disorder"
"206","C1387093","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1387093","sleep disorder; alcohol"
"207","C3176028","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3176028","Describe refreshing sleep"
"208","C3842921","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3842921","Need less sleep"
"209","C4511349","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4511349","Sleep disorder caused by nicotine"
"210","C1962929","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1962929","SLEEP DISTURBANCES NEC in ICD9CM"
"211","C0231382","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0231382","Sleep rest pattern finding"
"212","C2911116","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2911116","Bad sleep habits"
"213","C2911117","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2911117","Irregular sleep habits"
"214","C0919582","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0919582","Sudden onset of sleep"
"215","C1154373","GO","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1154373","positive regulation of circadian sleep/wake cycle, sleep"
"216","C1154370","GO","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1154370","negative regulation of circadian sleep/wake cycle, sleep"
